state_name,county,Substate,mental_illness_percentage
Texas,Hunt,Region 3a,15.49%
Texas,Kaufman,Region 3a,15.49%
Texas,Navarro,Region 3a,15.49%
Texas,Rockwall,Region 3a,15.49%
Texas,Cooke,Region 3bc,15.91%
Texas,Erath,Region 3bc,15.91%
Texas,Fannin,Region 3bc,15.91%
Texas,Grayson,Region 3bc,15.91%
Texas,Hood,Region 3bc,15.91%
Texas,Johnson,Region 3bc,15.91%
Texas,Palo Pinto,Region 3bc,15.91%
Texas,Parker,Region 3bc,15.91%
Texas,Somervell,Region 3bc,15.91%
Texas,Tarrant,Region 3bc,15.91%
Texas,Wise,Region 3bc,15.91%
Texas,Anderson,Region 4,16.91%
Texas,Bowie,Region 4,16.91%
Texas,Camp,Region 4,16.91%
Texas,Cass,Region 4,16.91%
Texas,Cherokee,Region 4,16.91%
Texas,Delta,Region 4,16.91%
Texas,Franklin,Region 4,16.91%
Texas,Gregg,Region 4,16.91%
Texas,Harrison,Region 4,16.91%
Texas,Henderson,Region 4,16.91%
Texas,Hopkins,Region 4,16.91%
Texas,Lamar,Region 4,16.91%
Texas,Marion,Region 4,16.91%
Texas,Morris,Region 4,16.91%
Texas,Panola,Region 4,16.91%
Texas,Rains,Region 4,16.91%
Texas,Red River,Region 4,16.91%
Texas,Rusk,Region 4,16.91%
Texas,Smith,Region 4,16.91%
Texas,Titus,Region 4,16.91%
Texas,Upshur,Region 4,16.91%
Texas,Van Zandt,Region 4,16.91%
Texas,Wood,Region 4,16.91%
Texas,Angelina,Region 5,16.94%
Texas,Hardin,Region 5,16.94%
Texas,Houston,Region 5,16.94%
Texas,Jasper,Region 5,16.94%
Texas,Jefferson,Region 5,16.94%
Texas,Nacogdoches,Region 5,16.94%
Texas,Newton,Region 5,16.94%
Texas,Orange,Region 5,16.94%
Texas,Polk,Region 5,16.94%
Texas,Sabine,Region 5,16.94%
Texas,San Augustine,Region 5,16.94%
Texas,San Jacinto,Region 5,16.94%
Texas,Shelby,Region 5,16.94%
Texas,Trinity,Region 5,16.94%
Texas,Tyler,Region 5,16.94%
Texas,Austin,Region 6a,15.33%
Texas,Chambers,Region 6a,15.33%
Texas,Colorado,Region 6a,15.33%
Texas,Fort Bend,Region 6a,15.33%
Texas,Harris,Region 6a,15.33%
Texas,Liberty,Region 6a,15.33%
Texas,Montgomery,Region 6a,15.33%
Texas,Walker,Region 6a,15.33%
Texas,Waller,Region 6a,15.33%
Texas,Wharton,Region 6a,15.33%
Texas,Galveston,Region 6bc,16.03%
Texas,Matagorda,Region 6bc,16.03%
Texas,Bastrop,Region 7a,19.06%
Texas,Blanco,Region 7a,19.06%
Texas,Burnet,Region 7a,19.06%
Texas,Caldwell,Region 7a,19.06%
Texas,Fayette,Region 7a,19.06%
Texas,Hays,Region 7a,19.06%
Texas,Lee,Region 7a,19.06%
Texas,Llano,Region 7a,19.06%
Texas,Travis,Region 7a,19.06%
Texas,Williamson,Region 7a,19.06%
Texas,Bell,Region 7bcd,20.10%
Texas,Bosque,Region 7bcd,20.10%
Texas,Brazos,Region 7bcd,20.10%
Texas,Burleson,Region 7bcd,20.10%
Texas,Coryell,Region 7bcd,20.10%
Texas,Falls,Region 7bcd,20.10%
Texas,Freestone,Region 7bcd,20.10%
Texas,Grimes,Region 7bcd,20.10%
Texas,Hamilton,Region 7bcd,20.10%
Texas,Hill,Region 7bcd,20.10%
Texas,Lampasas,Region 7bcd,20.10%
Texas,Leon,Region 7bcd,20.10%
Texas,Limestone,Region 7bcd,20.10%
Texas,Madison,Region 7bcd,20.10%
Texas,McLennan,Region 7bcd,20.10%
Texas,Milam,Region 7bcd,20.10%
Texas,Mills,Region 7bcd,20.10%
Texas,Robertson,Region 7bcd,20.10%
Texas,San Saba,Region 7bcd,20.10%
Texas,Washington,Region 7bcd,20.10%
Texas,Atascosa,Region 8,16.83%
Texas,Bandera,Region 8,16.83%
Texas,Bexar,Region 8,16.83%
Texas,Calhoun,Region 8,16.83%
Texas,Comal,Region 8,16.83%
Texas,DeWitt,Region 8,16.83%
Texas,Dimmit,Region 8,16.83%
Texas,Edwards,Region 8,16.83%
Texas,Frio,Region 8,16.83%
Texas,Gillespie,Region 8,16.83%
Texas,Goliad,Region 8,16.83%
Texas,Gonzales,Region 8,16.83%
Texas,Guadalupe,Region 8,16.83%
Texas,Jackson,Region 8,16.83%
Texas,Karnes,Region 8,16.83%
Texas,Kendall,Region 8,16.83%
Texas,Kerr,Region 8,16.83%
Texas,Kinney,Region 8,16.83%
Texas,La Salle,Region 8,16.83%
Texas,Lavaca,Region 8,16.83%
Texas,Maverick,Region 8,16.83%
Texas,Medina,Region 8,16.83%
Texas,Real,Region 8,16.83%
Texas,Uvalde,Region 8,16.83%
Texas,Val Verde,Region 8,16.83%
Texas,Victoria,Region 8,16.83%
Texas,Wilson,Region 8,16.83%
Texas,Zavala,Region 8,16.83%
Texas,Andrews,Region 9,16.93%
Texas,Borden,Region 9,16.93%
Texas,Coke,Region 9,16.93%
Texas,Concho,Region 9,16.93%
Texas,Crane,Region 9,16.93%
Texas,Crockett,Region 9,16.93%
Texas,Dawson,Region 9,16.93%
Texas,Ector,Region 9,16.93%
Texas,Gaines,Region 9,16.93%
Texas,Glasscock,Region 9,16.93%
Texas,Howard,Region 9,16.93%
Texas,Irion,Region 9,16.93%
Texas,Kimble,Region 9,16.93%
Texas,Loving,Region 9,16.93%
Texas,Martin,Region 9,16.93%
Texas,Mason,Region 9,16.93%
Texas,McCulloch,Region 9,16.93%
Texas,Menard,Region 9,16.93%
Texas,Midland,Region 9,16.93%
Texas,Pecos,Region 9,16.93%
Texas,Reagan,Region 9,16.93%
Texas,Reeves,Region 9,16.93%
Texas,Schleicher,Region 9,16.93%
Texas,Sterling,Region 9,16.93%
Texas,Sutton,Region 9,16.93%
Texas,Terrell,Region 9,16.93%
Texas,Tom Green,Region 9,16.93%
Texas,Upton,Region 9,16.93%
Texas,Ward,Region 9,16.93%
Texas,Winkler,Region 9,16.93%
Texas,Brewster,Region 10,14.36%
Texas,Culberson,Region 10,14.36%
Texas,El Paso,Region 10,14.36%
Texas,Hudspeth,Region 10,14.36%
Texas,Jeff Davis,Region 10,14.36%
Texas,Presidio,Region 10,14.36%
Texas,Aransas,Region 11abd,14.09%
Texas,Bee,Region 11abd,14.09%
Texas,Brooks,Region 11abd,14.09%
Texas,Cameron,Region 11abd,14.09%
Texas,Duval,Region 11abd,14.09%
Texas,Jim Hogg,Region 11abd,14.09%
Texas,Jim Wells,Region 11abd,14.09%
Texas,Kenedy,Region 11abd,14.09%
Texas,Kleberg,Region 11abd,14.09%
Texas,Live Oak,Region 11abd,14.09%
Texas,McMullen,Region 11abd,14.09%
Texas,Nueces,Region 11abd,14.09%
Texas,Refugio,Region 11abd,14.09%
Texas,San Patricio,Region 11abd,14.09%
Texas,Starr,Region 11abd,14.09%
Texas,Webb,Region 11abd,14.09%
Texas,Willacy,Region 11abd,14.09%
Texas,Zapata,Region 11abd,14.09%
Texas,Hidalgo,Region 11c (Hidalgo),13.40%
Utah,Box Elder,"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.71%
Utah,Cache,"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.71%
Utah,Rich,"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.71%
Utah,Daggett,"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.71%
Utah,Duchesne,"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.71%
Utah,Uintah,"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.71%
Utah,Summit,"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.71%
Utah,Tooele,"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.71%
Utah,Wasatch,"Bear River, Northeastern, Summit, Tooele, and Wasatch",22.71%
Utah,Juab,"Central, Four Corners, and San Juan",22.93%
Utah,Millard,"Central, Four Corners, and San Juan",22.93%
Utah,Piute,"Central, Four Corners, and San Juan",22.93%
Utah,Sanpete,"Central, Four Corners, and San Juan",22.93%
Utah,Sevier,"Central, Four Corners, and San Juan",22.93%
Utah,Wayne,"Central, Four Corners, and San Juan",22.93%
Utah,Carbon,"Central, Four Corners, and San Juan",22.93%
Utah,Emery,"Central, Four Corners, and San Juan",22.93%
Utah,Grand,"Central, Four Corners, and San Juan",22.93%
Utah,San Juan,"Central, Four Corners, and San Juan",22.93%
Utah,Beaver,Southwest,23.37%
Utah,Garfield,Southwest,23.37%
Utah,Iron,Southwest,23.37%
Utah,Kane,Southwest,23.37%
Utah,Washington,Southwest,23.37%
Utah,Davis,Davis County,23.34%
Utah,Salt Lake,Salt Lake County,25.29%
Utah,Utah,Utah County,25.82%
Utah,Morgan,"Weber, Morgan",24.63%
Utah,Weber,"Weber, Morgan",24.63%
Vermont,Addison,Champlain Valley,21.29%
Vermont,Chittenden,Champlain Valley,21.29%
Vermont,Franklin,Champlain Valley,21.29%
Vermont,Grand Isle,Champlain Valley,21.29%
Vermont,Caledonia,Rural Northeast,21.11%
Vermont,Essex,Rural Northeast,21.11%
Vermont,Lamoille,Rural Northeast,21.11%
Vermont,Orleans,Rural Northeast,21.11%
Vermont,Washington,Rural Northeast,21.11%
Vermont,Orange,Rural Southeast,19.80%
Vermont,Windham,Rural Southeast,19.80%
Vermont,Windsor,Rural Southeast,19.80%
Vermont,Bennington,Rural Southwest,21.22%
Vermont,Rutland,Rural Southwest,21.22%
Virginia,Albemarle,Region 1,17.89%
Virginia,Augusta,Region 1,17.89%
Virginia,Bath,Region 1,17.89%
Virginia,Buena Vista City,Region 1,17.89%
Virginia,Caroline,Region 1,17.89%
Virginia,Charlottesville City,Region 1,17.89%
Virginia,Clarke,Region 1,17.89%
Virginia,Culpeper,Region 1,17.89%
Virginia,Fauquier,Region 1,17.89%
Virginia,Fluvanna,Region 1,17.89%
Virginia,Frederick,Region 1,17.89%
Virginia,Fredericksburg City,Region 1,17.89%
Virginia,Greene,Region 1,17.89%
Virginia,Harrisonburg City,Region 1,17.89%
Virginia,Highland,Region 1,17.89%
Virginia,King George,Region 1,17.89%
Virginia,Lexington City,Region 1,17.89%
Virginia,Louisa,Region 1,17.89%
Virginia,Madison,Region 1,17.89%
Virginia,Nelson,Region 1,17.89%
Virginia,Orange,Region 1,17.89%
Virginia,Page,Region 1,17.89%
Virginia,Rappahannock,Region 1,17.89%
Virginia,Rockbridge,Region 1,17.89%
Virginia,Rockingham,Region 1,17.89%
Virginia,Shenandoah,Region 1,17.89%
Virginia,Spotsylvania,Region 1,17.89%
Virginia,Stafford,Region 1,17.89%
Virginia,Staunton City,Region 1,17.89%
Virginia,Warren,Region 1,17.89%
Virginia,Waynesboro City,Region 1,17.89%
Virginia,Winchester City,Region 1,17.89%
Virginia,Alexandria City,Region 2,17.76%
Virginia,Arlington,Region 2,17.76%
Virginia,Fairfax,Region 2,17.76%
Virginia,Fairfax City,Region 2,17.76%
Virginia,Falls Church City,Region 2,17.76%
Virginia,Loudoun,Region 2,17.76%
Virginia,Manassas City,Region 2,17.76%
Virginia,Manassas Park City,Region 2,17.76%
Virginia,Prince William,Region 2,17.76%
Virginia,Alleghany,Region 3,19.18%
Virginia,Amherst,Region 3,19.18%
Virginia,Appomattox,Region 3,19.18%
Virginia,Bedford,Region 3,19.18%
Virginia,Bedford City,Region 3,19.18%
Virginia,Bland,Region 3,19.18%
Virginia,Botetourt,Region 3,19.18%
Virginia,Bristol City,Region 3,19.18%
Virginia,Buchanan,Region 3,19.18%
Virginia,Campbell,Region 3,19.18%
Virginia,Carroll,Region 3,19.18%
Virginia,Covington City,Region 3,19.18%
Virginia,Craig,Region 3,19.18%
Virginia,Danville City,Region 3,19.18%
Virginia,Dickenson,Region 3,19.18%
Virginia,Floyd,Region 3,19.18%
Virginia,Franklin,Region 3,19.18%
Virginia,Galax City,Region 3,19.18%
Virginia,Giles,Region 3,19.18%
Virginia,Grayson,Region 3,19.18%
Virginia,Henry,Region 3,19.18%
Virginia,Lee,Region 3,19.18%
Virginia,Lynchburg City,Region 3,19.18%
Virginia,Martinsville City,Region 3,19.18%
Virginia,Montgomery,Region 3,19.18%
Virginia,Norton City,Region 3,19.18%
Virginia,Patrick,Region 3,19.18%
Virginia,Pittsylvania,Region 3,19.18%
Virginia,Pulaski,Region 3,19.18%
Virginia,Radford City,Region 3,19.18%
Virginia,Roanoke,Region 3,19.18%
Virginia,Roanoke City,Region 3,19.18%
Virginia,Russell,Region 3,19.18%
Virginia,Salem City,Region 3,19.18%
Virginia,Scott,Region 3,19.18%
Virginia,Smyth,Region 3,19.18%
Virginia,Tazewell,Region 3,19.18%
Virginia,Washington,Region 3,19.18%
Virginia,Wise,Region 3,19.18%
Virginia,Wythe,Region 3,19.18%
Virginia,Amelia,Region 4,18.03%
Virginia,Brunswick,Region 4,18.03%
Virginia,Buckingham,Region 4,18.03%
Virginia,Charles City,Region 4,18.03%
Virginia,Charlotte,Region 4,18.03%
Virginia,Chesterfield,Region 4,18.03%
Virginia,Colonial Heights City,Region 4,18.03%
Virginia,Cumberland,Region 4,18.03%
Virginia,Dinwiddie,Region 4,18.03%
Virginia,Emporia City,Region 4,18.03%
Virginia,Goochland,Region 4,18.03%
Virginia,Greensville,Region 4,18.03%
Virginia,Halifax,Region 4,18.03%
Virginia,Hanover,Region 4,18.03%
Virginia,Henrico,Region 4,18.03%
Virginia,Hopewell City,Region 4,18.03%
Virginia,Lunenburg,Region 4,18.03%
Virginia,Mecklenburg,Region 4,18.03%
Virginia,New Kent,Region 4,18.03%
Virginia,Nottoway,Region 4,18.03%
Virginia,Petersburg City,Region 4,18.03%
Virginia,Powhatan,Region 4,18.03%
Virginia,Prince Edward,Region 4,18.03%
Virginia,Prince George,Region 4,18.03%
Virginia,Richmond City,Region 4,18.03%
Virginia,Surry,Region 4,18.03%
Virginia,Sussex,Region 4,18.03%
Virginia,Accomack,Region 5,19.17%
Virginia,Chesapeake City,Region 5,19.17%
Virginia,Essex,Region 5,19.17%
Virginia,Franklin City,Region 5,19.17%
Virginia,Gloucester,Region 5,19.17%
Virginia,Hampton City,Region 5,19.17%
Virginia,Isle of Wight,Region 5,19.17%
Virginia,James City,Region 5,19.17%
Virginia,King and Queen,Region 5,19.17%
Virginia,King William,Region 5,19.17%
Virginia,Lancaster,Region 5,19.17%
Virginia,Mathews,Region 5,19.17%
Virginia,Middlesex,Region 5,19.17%
Virginia,Newport News City,Region 5,19.17%
Virginia,Norfolk City,Region 5,19.17%
Virginia,Northampton,Region 5,19.17%
Virginia,Northumberland,Region 5,19.17%
Virginia,Poquoson City,Region 5,19.17%
Virginia,Portsmouth City,Region 5,19.17%
Virginia,Richmond,Region 5,19.17%
Virginia,Southampton,Region 5,19.17%
Virginia,Suffolk City,Region 5,19.17%
Virginia,Virginia Beach City,Region 5,19.17%
Virginia,Westmoreland,Region 5,19.17%
Virginia,Williamsburg City,Region 5,19.17%
Virginia,York,Region 5,19.17%
Washington,Asotin,Greater Columbia and North Central,22.65%
Washington,Benton,Greater Columbia and North Central,22.65%
Washington,Chelan,Greater Columbia and North Central,22.65%
Washington,Columbia,Greater Columbia and North Central,22.65%
Washington,Douglas,Greater Columbia and North Central,22.65%
Washington,Franklin,Greater Columbia and North Central,22.65%
Washington,Garfield,Greater Columbia and North Central,22.65%
Washington,Grant,Greater Columbia and North Central,22.65%
Washington,Kittitas,Greater Columbia and North Central,22.65%
Washington,Klickitat,Greater Columbia and North Central,22.65%
Washington,Walla Walla,Greater Columbia and North Central,22.65%
Washington,Whitman,Greater Columbia and North Central,22.65%
Washington,Yakima,Greater Columbia and North Central,22.65%
Washington,Adams,Spokane,23.65%
Washington,Ferry,Spokane,23.65%
Washington,Lincoln,Spokane,23.65%
Washington,Okanogan,Spokane,23.65%
Washington,Pend Oreille,Spokane,23.65%
Washington,Spokane,Spokane,23.65%
Washington,Stevens,Spokane,23.65%
Washington,King,King,21.75%
Washington,Island,North Sound,22.00%
Washington,San Juan,North Sound,22.00%
Washington,Skagit,North Sound,22.00%
Washington,Snohomish,North Sound,22.00%
Washington,Whatcom,North Sound,22.00%
Washington,Pierce,Pierce,22.18%
Washington,Clallam,Salish,22.78%
Washington,Jefferson,Salish,22.78%
Washington,Kitsap,Salish,22.78%
Washington,Clark,SW WA and Great Rivers,23.61%
Washington,Cowlitz,SW WA and Great Rivers,23.61%
Washington,Grays Harbor,SW WA and Great Rivers,23.61%
Washington,Lewis,SW WA and Great Rivers,23.61%
Washington,Pacific,SW WA and Great Rivers,23.61%
Washington,Skamania,SW WA and Great Rivers,23.61%
Washington,Wahkiakum,SW WA and Great Rivers,23.61%
Washington,Mason,Thurston-Mason,21.66%
Washington,Thurston,Thurston-Mason,21.66%
West Virginia,Brooke,Region I,20.79%
West Virginia,Hancock,Region I,20.79%
West Virginia,Marshall,Region I,20.79%
West Virginia,Ohio,Region I,20.79%
West Virginia,Wetzel,Region I,20.79%
West Virginia,Berkeley,Region II,22.04%
West Virginia,Grant,Region II,22.04%
West Virginia,Hampshire,Region II,22.04%
West Virginia,Hardy,Region II,22.04%
West Virginia,Jefferson,Region II,22.04%
West Virginia,Mineral,Region II,22.04%
West Virginia,Morgan,Region II,22.04%
West Virginia,Pendleton,Region II,22.04%
West Virginia,Calhoun,Region III,24.66%
West Virginia,Jackson,Region III,24.66%
West Virginia,Pleasants,Region III,24.66%
West Virginia,Ritchie,Region III,24.66%
West Virginia,Roane,Region III,24.66%
West Virginia,Tyler,Region III,24.66%
West Virginia,Wirt,Region III,24.66%
West Virginia,Wood,Region III,24.66%
West Virginia,Barbour,Region IV,24.83%
West Virginia,Braxton,Region IV,24.83%
West Virginia,Doddridge,Region IV,24.83%
West Virginia,Gilmer,Region IV,24.83%
West Virginia,Harrison,Region IV,24.83%
West Virginia,Lewis,Region IV,24.83%
West Virginia,Marion,Region IV,24.83%
West Virginia,Monongalia,Region IV,24.83%
West Virginia,Preston,Region IV,24.83%
West Virginia,Randolph,Region IV,24.83%
West Virginia,Taylor,Region IV,24.83%
West Virginia,Tucker,Region IV,24.83%
West Virginia,Upshur,Region IV,24.83%
West Virginia,Boone,Region V,23.98%
West Virginia,Cabell,Region V,23.98%
West Virginia,Clay,Region V,23.98%
West Virginia,Kanawha,Region V,23.98%
West Virginia,Lincoln,Region V,23.98%
West Virginia,Logan,Region V,23.98%
West Virginia,Mason,Region V,23.98%
West Virginia,Mingo,Region V,23.98%
West Virginia,Putnam,Region V,23.98%
West Virginia,Wayne,Region V,23.98%
West Virginia,Fayette,Region VI,23.46%
West Virginia,Greenbrier,Region VI,23.46%
West Virginia,McDowell,Region VI,23.46%
West Virginia,Mercer,Region VI,23.46%
West Virginia,Monroe,Region VI,23.46%
West Virginia,Nicholas,Region VI,23.46%
West Virginia,Pocahontas,Region VI,23.46%
West Virginia,Raleigh,Region VI,23.46%
West Virginia,Summers,Region VI,23.46%
West Virginia,Webster,Region VI,23.46%
West Virginia,Wyoming,Region VI,23.46%
Wisconsin,Milwaukee,Milwaukee,19.06%
Wisconsin,Brown,Northeastern,17.25%
Wisconsin,Calumet,Northeastern,17.25%
Wisconsin,Door,Northeastern,17.25%
Wisconsin,Fond du Lac,Northeastern,17.25%
Wisconsin,Green Lake,Northeastern,17.25%
Wisconsin,Kewaunee,Northeastern,17.25%
Wisconsin,Manitowoc,Northeastern,17.25%
Wisconsin,Marinette,Northeastern,17.25%
Wisconsin,Marquette,Northeastern,17.25%
Wisconsin,Menominee,Northeastern,17.25%
Wisconsin,Oconto,Northeastern,17.25%
Wisconsin,Outagamie,Northeastern,17.25%
Wisconsin,Shawano,Northeastern,17.25%
Wisconsin,Sheboygan,Northeastern,17.25%
Wisconsin,Waupaca,Northeastern,17.25%
Wisconsin,Waushara,Northeastern,17.25%
Wisconsin,Winnebago,Northeastern,17.25%
Wisconsin,Ashland,Northern,17.05%
Wisconsin,Bayfield,Northern,17.05%
Wisconsin,Florence,Northern,17.05%
Wisconsin,Forest,Northern,17.05%
Wisconsin,Iron,Northern,17.05%
Wisconsin,Langlade,Northern,17.05%
Wisconsin,Lincoln,Northern,17.05%
Wisconsin,Marathon,Northern,17.05%
Wisconsin,Oneida,Northern,17.05%
Wisconsin,Portage,Northern,17.05%
Wisconsin,Price,Northern,17.05%
Wisconsin,Sawyer,Northern,17.05%
Wisconsin,Taylor,Northern,17.05%
Wisconsin,Vilas,Northern,17.05%
Wisconsin,Wood,Northern,17.05%
Wisconsin,Jefferson,Southeastern,17.86%
Wisconsin,Kenosha,Southeastern,17.86%
Wisconsin,Ozaukee,Southeastern,17.86%
Wisconsin,Racine,Southeastern,17.86%
Wisconsin,Walworth,Southeastern,17.86%
Wisconsin,Washington,Southeastern,17.86%
Wisconsin,Waukesha,Southeastern,17.86%
Wisconsin,Adams,Southern,20.56%
Wisconsin,Columbia,Southern,20.56%
Wisconsin,Crawford,Southern,20.56%
Wisconsin,Dane,Southern,20.56%
Wisconsin,Dodge,Southern,20.56%
Wisconsin,Grant,Southern,20.56%
Wisconsin,Green,Southern,20.56%
Wisconsin,Iowa,Southern,20.56%
Wisconsin,Juneau,Southern,20.56%
Wisconsin,Lafayette,Southern,20.56%
Wisconsin,Richland,Southern,20.56%
Wisconsin,Rock,Southern,20.56%
Wisconsin,Sauk,Southern,20.56%
Wisconsin,Vernon,Southern,20.56%
Wisconsin,Barron,Western,18.08%
Wisconsin,Buffalo,Western,18.08%
Wisconsin,Burnett,Western,18.08%
Wisconsin,Chippewa,Western,18.08%
Wisconsin,Clark,Western,18.08%
Wisconsin,Douglas,Western,18.08%
Wisconsin,Dunn,Western,18.08%
Wisconsin,Eau Claire,Western,18.08%
Wisconsin,Jackson,Western,18.08%
Wisconsin,La Crosse,Western,18.08%
Wisconsin,Monroe,Western,18.08%
Wisconsin,Pepin,Western,18.08%
Wisconsin,Pierce,Western,18.08%
Wisconsin,Polk,Western,18.08%
Wisconsin,Rusk,Western,18.08%
Wisconsin,ST CROIX,Western,18.08%
Wisconsin,Trempealeau,Western,18.08%
Wisconsin,Washburn,Western,18.08%
Wyoming,Laramie,Judicial District 1 (Laramie),20.51%
Wyoming,Albany,Judicial District 2,21.86%
Wyoming,Carbon,Judicial District 2,21.86%
Wyoming,Lincoln,Judicial District 3,20.76%
Wyoming,Sweetwater,Judicial District 3,20.76%
Wyoming,Uinta,Judicial District 3,20.76%
Wyoming,Johnson,Judicial District 4,18.47%
Wyoming,Sheridan,Judicial District 4,18.47%
Wyoming,Big Horn,Judicial District 5,18.95%
Wyoming,Hot Springs,Judicial District 5,18.95%
Wyoming,Park,Judicial District 5,18.95%
Wyoming,Washakie,Judicial District 5,18.95%
Wyoming,Campbell,Judicial District 6,20.68%
Wyoming,Crook,Judicial District 6,20.68%
Wyoming,Weston,Judicial District 6,20.68%
Wyoming,Natrona,Judicial District 7 (Natrona),19.74%
Wyoming,Converse,Judicial District 8,18.49%
Wyoming,Goshen,Judicial District 8,18.49%
Wyoming,Niobrara,Judicial District 8,18.49%
Wyoming,Platte,Judicial District 8,18.49%
Wyoming,Fremont,Judicial District 9,19.16%
Wyoming,Sublette,Judicial District 9,19.16%
Wyoming,Teton,Judicial District 9,19.16%
Texas,BRAZORIA,Region 6bc,16.03%
