county,state_name,month,days_of_rain,lowCelsius
Broomfield,Colorado,November,3,1
Broomfield,Colorado,December,3,-4
Denver,Colorado,May,6,7
Denver,Colorado,June,4,13
Denver,Colorado,July,5,16
Denver,Colorado,August,5,15
Denver,Colorado,January,2,-7
Denver,Colorado,February,2,-6
Denver,Colorado,March,3,-2
Denver,Colorado,April,5,2
Denver,Colorado,septiembre,4,10
Denver,Colorado,October,3,3
Denver,Colorado,November,2,-3
Denver,Colorado,December,2,-7
Douglas,Colorado,May,7,4
Douglas,Colorado,June,5,10
Douglas,Colorado,July,9,13
Douglas,Colorado,August,7,12
Douglas,Colorado,January,3,-9
Douglas,Colorado,February,3,-7
Douglas,Colorado,March,5,-5
Douglas,Colorado,April,5,0
Douglas,Colorado,septiembre,4,7
Douglas,Colorado,October,3,2
Douglas,Colorado,November,3,-5
Douglas,Colorado,December,3,-7
El Paso,Colorado,May,6,5
El Paso,Colorado,June,6,11
El Paso,Colorado,July,8,14
El Paso,Colorado,August,8,13
El Paso,Colorado,January,2,-9
El Paso,Colorado,February,2,-7
El Paso,Colorado,March,4,-4
El Paso,Colorado,April,5,0
El Paso,Colorado,septiembre,4,8
El Paso,Colorado,October,3,2
El Paso,Colorado,November,2,-4
El Paso,Colorado,December,2,-8
Jefferson,Colorado,May,8,0
Jefferson,Colorado,June,6,4
Jefferson,Colorado,July,8,7
Jefferson,Colorado,August,8,7
Jefferson,Colorado,January,3,-13
Jefferson,Colorado,February,3,-12
Jefferson,Colorado,March,5,-8
Jefferson,Colorado,April,5,-5
Jefferson,Colorado,septiembre,5,2
Jefferson,Colorado,October,4,-4
Jefferson,Colorado,November,3,-9
Jefferson,Colorado,December,3,-13
Larimer,Colorado,May,7,2
Larimer,Colorado,June,5,6
Larimer,Colorado,July,6,10
Larimer,Colorado,August,7,9
Larimer,Colorado,January,2,-8
Larimer,Colorado,February,3,-8
Larimer,Colorado,March,4,-5
Larimer,Colorado,April,6,-2
Larimer,Colorado,septiembre,5,5
Larimer,Colorado,October,4,0
Larimer,Colorado,November,3,-4
Larimer,Colorado,December,3,-8
Pueblo,Colorado,May,5,7
Pueblo,Colorado,June,3,12
Pueblo,Colorado,July,5,16
Pueblo,Colorado,August,5,15
Pueblo,Colorado,January,2,-10
Pueblo,Colorado,February,2,-8
Pueblo,Colorado,March,3,-3
Pueblo,Colorado,April,4,1
Pueblo,Colorado,septiembre,3,9
Pueblo,Colorado,October,2,2
Pueblo,Colorado,November,2,-5
Pueblo,Colorado,December,2,-9
Weld,Colorado,May,7,7
Weld,Colorado,June,5,12
Weld,Colorado,July,4,15
Weld,Colorado,August,4,14
Weld,Colorado,January,2,-9
Weld,Colorado,February,2,-7
Weld,Colorado,March,3,-3
Weld,Colorado,April,5,2
Weld,Colorado,septiembre,3,9
Weld,Colorado,October,3,2
Weld,Colorado,November,2,-4
Weld,Colorado,December,2,-9
Fairfield,Connecticut,May,9,9
Fairfield,Connecticut,June,9,15
Fairfield,Connecticut,July,7,17
Fairfield,Connecticut,August,8,16
Fairfield,Connecticut,January,7,-7
Fairfield,Connecticut,February,7,-6
Fairfield,Connecticut,March,8,-2
Fairfield,Connecticut,April,8,4
Fairfield,Connecticut,septiembre,7,12
Fairfield,Connecticut,October,8,5
Fairfield,Connecticut,November,7,0
Fairfield,Connecticut,December,8,-4
Hartford,Connecticut,May,9,7
Hartford,Connecticut,June,8,12
Hartford,Connecticut,July,8,15
Hartford,Connecticut,August,8,14
Hartford,Connecticut,January,8,-10
Hartford,Connecticut,February,7,-9
Hartford,Connecticut,March,8,-4
Hartford,Connecticut,April,8,1
Hartford,Connecticut,septiembre,7,10
Hartford,Connecticut,October,7,4
Hartford,Connecticut,November,7,-1
Hartford,Connecticut,December,8,-6
Litchfield,Connecticut,May,10,7
Litchfield,Connecticut,June,9,12
Litchfield,Connecticut,July,9,15
Litchfield,Connecticut,August,8,14
Litchfield,Connecticut,January,9,-10
Litchfield,Connecticut,February,7,-9
Litchfield,Connecticut,March,9,-5
Litchfield,Connecticut,April,9,1
Litchfield,Connecticut,septiembre,8,10
Litchfield,Connecticut,October,7,4
Litchfield,Connecticut,November,8,-1
Litchfield,Connecticut,December,9,-7
Middlesex,Connecticut,May,9,11
Middlesex,Connecticut,June,7,16
Middlesex,Connecticut,July,7,20
Middlesex,Connecticut,August,7,18
Middlesex,Connecticut,January,7,-4
Middlesex,Connecticut,February,7,-3
Middlesex,Connecticut,March,8,1
Middlesex,Connecticut,April,8,6
Middlesex,Connecticut,septiembre,7,15
Middlesex,Connecticut,October,6,9
Middlesex,Connecticut,November,7,4
Middlesex,Connecticut,December,7,0
New Haven,Connecticut,May,8,12
New Haven,Connecticut,June,5,17
New Haven,Connecticut,July,6,20
New Haven,Connecticut,August,6,20
New Haven,Connecticut,January,7,-3
New Haven,Connecticut,February,6,-3
New Haven,Connecticut,March,7,1
New Haven,Connecticut,April,7,6
New Haven,Connecticut,septiembre,5,16
New Haven,Connecticut,October,5,11
New Haven,Connecticut,November,6,5
New Haven,Connecticut,December,6,0
New London,Connecticut,May,9,9
New London,Connecticut,June,7,14
New London,Connecticut,July,6,17
New London,Connecticut,August,6,16
New London,Connecticut,January,8,-7
New London,Connecticut,February,7,-6
New London,Connecticut,March,8,-2
New London,Connecticut,April,8,3
New London,Connecticut,septiembre,7,12
New London,Connecticut,October,7,5
New London,Connecticut,November,7,1
New London,Connecticut,December,8,-4
Tolland,Connecticut,May,9,6
Tolland,Connecticut,June,8,10
Tolland,Connecticut,July,7,13
Tolland,Connecticut,August,7,12
Tolland,Connecticut,January,7,-12
Tolland,Connecticut,February,6,-10
Tolland,Connecticut,March,7,-5
Tolland,Connecticut,April,8,0
Tolland,Connecticut,septiembre,8,7
Tolland,Connecticut,October,6,1
Tolland,Connecticut,November,8,-2
Tolland,Connecticut,December,8,-8
Windham,Connecticut,May,10,8
Windham,Connecticut,June,9,12
Windham,Connecticut,July,8,16
Windham,Connecticut,August,7,15
Windham,Connecticut,January,6,-8
Windham,Connecticut,February,8,-8
Windham,Connecticut,March,8,-4
Windham,Connecticut,April,9,2
Windham,Connecticut,septiembre,6,11
Windham,Connecticut,October,9,5
Windham,Connecticut,November,7,0
Windham,Connecticut,December,9,-4
Kent,Delaware,May,9,13
Kent,Delaware,June,7,18
Kent,Delaware,July,7,21
Kent,Delaware,August,7,20
Kent,Delaware,January,7,-3
Kent,Delaware,February,7,-2
Kent,Delaware,March,8,2
Kent,Delaware,April,8,7
Kent,Delaware,septiembre,6,16
Kent,Delaware,October,6,10
Kent,Delaware,November,6,5
Kent,Delaware,December,8,0
New Castle,Delaware,May,9,14
New Castle,Delaware,June,7,19
New Castle,Delaware,July,7,22
New Castle,Delaware,August,6,21
New Castle,Delaware,January,6,-2
New Castle,Delaware,February,6,-1
New Castle,Delaware,March,7,3
New Castle,Delaware,April,8,8
New Castle,Delaware,septiembre,6,18
New Castle,Delaware,October,6,12
New Castle,Delaware,November,7,6
New Castle,Delaware,December,6,2
Sussex,Delaware,May,8,11
Sussex,Delaware,June,7,16
Sussex,Delaware,July,7,19
Sussex,Delaware,August,7,18
Sussex,Delaware,January,8,-4
Sussex,Delaware,February,7,-3
Sussex,Delaware,March,8,1
Sussex,Delaware,April,8,5
Sussex,Delaware,septiembre,5,14
Sussex,Delaware,October,6,7
Sussex,Delaware,November,7,3
Sussex,Delaware,December,7,-2
District of Columbia,District of Columbia,May,9,12
District of Columbia,District of Columbia,June,8,17
District of Columbia,District of Columbia,July,8,20
District of Columbia,District of Columbia,August,7,19
District of Columbia,District of Columbia,January,7,-4
District of Columbia,District of Columbia,February,6,-3
District of Columbia,District of Columbia,March,7,2
District of Columbia,District of Columbia,April,8,7
District of Columbia,District of Columbia,septiembre,7,15
District of Columbia,District of Columbia,October,6,8
District of Columbia,District of Columbia,November,6,3
District of Columbia,District of Columbia,December,7,-1
Alachua,Florida,May,5,17
Alachua,Florida,June,11,21
Alachua,Florida,July,12,22
Alachua,Florida,August,12,22
Alachua,Florida,January,6,6
Alachua,Florida,February,5,8
Alachua,Florida,March,6,11
Alachua,Florida,April,4,13
Alachua,Florida,septiembre,8,21
Alachua,Florida,October,4,16
Alachua,Florida,November,4,11
Alachua,Florida,December,5,8
Bay,Florida,May,3,20
Bay,Florida,June,9,23
Bay,Florida,July,10,24
Bay,Florida,August,11,24
Bay,Florida,January,6,7
Bay,Florida,February,5,9
Bay,Florida,March,6,12
Bay,Florida,April,3,15
Bay,Florida,septiembre,7,22
Bay,Florida,October,4,17
Bay,Florida,November,5,12
Bay,Florida,December,6,8
Brevard,Florida,May,7,22
Brevard,Florida,June,10,24
Brevard,Florida,July,12,25
Brevard,Florida,August,11,25
Brevard,Florida,January,6,14
Brevard,Florida,February,3,15
Brevard,Florida,March,4,17
Brevard,Florida,April,5,20
Brevard,Florida,septiembre,11,25
Brevard,Florida,October,8,23
Brevard,Florida,November,4,19
Brevard,Florida,December,5,16
Broward,Florida,May,6,21
Broward,Florida,June,15,24
Broward,Florida,July,14,24
Broward,Florida,August,15,24
Broward,Florida,January,6,14
Broward,Florida,February,6,15
Broward,Florida,March,6,17
Broward,Florida,April,6,19
Broward,Florida,septiembre,14,24
Broward,Florida,October,11,22
Broward,Florida,November,6,19
Broward,Florida,December,5,16
Charlotte,Florida,May,6,18
Charlotte,Florida,June,13,22
Charlotte,Florida,July,13,23
Charlotte,Florida,August,15,24
Charlotte,Florida,January,4,10
Charlotte,Florida,February,3,11
Charlotte,Florida,March,3,13
Charlotte,Florida,April,3,16
Charlotte,Florida,septiembre,11,23
Charlotte,Florida,October,5,19
Charlotte,Florida,November,3,14
Charlotte,Florida,December,3,12
Citrus,Florida,May,5,17
Citrus,Florida,June,11,21
Citrus,Florida,July,14,22
Citrus,Florida,August,14,22
Citrus,Florida,January,6,6
Citrus,Florida,February,5,8
Citrus,Florida,March,5,10
Citrus,Florida,April,4,13
Citrus,Florida,septiembre,10,21
Citrus,Florida,October,5,16
Citrus,Florida,November,4,11
Citrus,Florida,December,4,8
Clay,Florida,May,5,17
Clay,Florida,June,10,21
Clay,Florida,July,10,22
Clay,Florida,August,11,22
Clay,Florida,January,5,6
Clay,Florida,February,4,8
Clay,Florida,March,5,10
Clay,Florida,April,5,13
Clay,Florida,septiembre,7,21
Clay,Florida,October,4,16
Clay,Florida,November,3,11
Clay,Florida,December,4,8
Collier,Florida,May,6,19
Collier,Florida,June,13,23
Collier,Florida,July,14,24
Collier,Florida,August,15,24
Collier,Florida,January,3,12
Collier,Florida,February,3,13
Collier,Florida,March,3,14
Collier,Florida,April,3,17
Collier,Florida,septiembre,14,24
Collier,Florida,October,6,21
Collier,Florida,November,3,17
Collier,Florida,December,3,14
Columbia,Florida,May,6,17
Columbia,Florida,June,10,21
Columbia,Florida,July,12,22
Columbia,Florida,August,12,22
Columbia,Florida,January,7,5
Columbia,Florida,February,6,7
Columbia,Florida,March,6,10
Columbia,Florida,April,5,13
Columbia,Florida,septiembre,8,20
Columbia,Florida,October,4,15
Columbia,Florida,November,4,10
Columbia,Florida,December,5,7
Duval,Florida,May,8,18
Duval,Florida,June,13,21
Duval,Florida,July,13,23
Duval,Florida,August,15,23
Duval,Florida,January,8,7
Duval,Florida,February,8,8
Duval,Florida,March,7,11
Duval,Florida,April,7,14
Duval,Florida,septiembre,11,22
Duval,Florida,October,6,17
Duval,Florida,November,6,12
Duval,Florida,December,6,8
Escambia,Florida,May,5,19
Escambia,Florida,June,11,23
Escambia,Florida,July,12,24
Escambia,Florida,August,12,24
Escambia,Florida,January,7,7
Escambia,Florida,February,7,8
Escambia,Florida,March,6,12
Escambia,Florida,April,5,15
Escambia,Florida,septiembre,7,22
Escambia,Florida,October,5,17
Escambia,Florida,November,5,11
Escambia,Florida,December,8,8
Flagler,Florida,May,5,20
Flagler,Florida,June,11,23
Flagler,Florida,July,11,23
Flagler,Florida,August,12,24
Flagler,Florida,January,6,10
Flagler,Florida,February,6,11
Flagler,Florida,March,6,13
Flagler,Florida,April,5,16
Flagler,Florida,septiembre,11,23
Flagler,Florida,October,7,19
Flagler,Florida,November,5,15
Flagler,Florida,December,5,12
Hernando,Florida,May,5,17
Hernando,Florida,June,12,21
Hernando,Florida,July,14,22
Hernando,Florida,August,14,22
Hernando,Florida,January,5,7
Hernando,Florida,February,4,9
Hernando,Florida,March,4,10
Hernando,Florida,April,3,13
Hernando,Florida,septiembre,9,21
Hernando,Florida,October,4,16
Hernando,Florida,November,3,11
Hernando,Florida,December,3,9
Highlands,Florida,May,6,16
Highlands,Florida,June,13,20
Highlands,Florida,July,13,21
Highlands,Florida,August,13,21
Highlands,Florida,January,4,8
Highlands,Florida,February,4,9
Highlands,Florida,March,4,11
Highlands,Florida,April,4,13
Highlands,Florida,septiembre,12,21
Highlands,Florida,October,6,17
Highlands,Florida,November,3,13
Highlands,Florida,December,4,10
Hillsborough,Florida,May,7,19
Hillsborough,Florida,June,14,22
Hillsborough,Florida,July,14,23
Hillsborough,Florida,August,16,23
Hillsborough,Florida,January,7,9
Hillsborough,Florida,February,4,11
Hillsborough,Florida,March,4,13
Hillsborough,Florida,April,5,16
Hillsborough,Florida,septiembre,11,23
Hillsborough,Florida,October,6,18
Hillsborough,Florida,November,2,14
Hillsborough,Florida,December,4,11
Indian River,Florida,May,7,19
Indian River,Florida,June,11,22
Indian River,Florida,July,11,22
Indian River,Florida,August,12,23
Indian River,Florida,January,6,10
Indian River,Florida,February,5,12
Indian River,Florida,March,5,14
Indian River,Florida,April,5,16
Indian River,Florida,septiembre,13,22
Indian River,Florida,October,9,20
Indian River,Florida,November,6,16
Indian River,Florida,December,5,12
Lake,Florida,May,5,20
Lake,Florida,June,12,23
Lake,Florida,July,12,24
Lake,Florida,August,12,24
Lake,Florida,January,5,9
Lake,Florida,February,4,11
Lake,Florida,March,4,13
Lake,Florida,April,4,16
Lake,Florida,septiembre,9,23
Lake,Florida,October,4,19
Lake,Florida,November,3,14
Lake,Florida,December,4,11
Lee,Florida,May,5,22
Lee,Florida,June,12,24
Lee,Florida,July,14,25
Lee,Florida,August,15,25
Lee,Florida,January,4,14
Lee,Florida,February,3,15
Lee,Florida,March,3,17
Lee,Florida,April,3,20
Lee,Florida,septiembre,12,24
Lee,Florida,October,5,22
Lee,Florida,November,3,18
Lee,Florida,December,3,16
Leon,Florida,May,6,16
Leon,Florida,June,9,20
Leon,Florida,July,12,22
Leon,Florida,August,12,22
Leon,Florida,January,7,4
Leon,Florida,February,6,5
Leon,Florida,March,5,8
Leon,Florida,April,5,11
Leon,Florida,septiembre,7,20
Leon,Florida,October,4,13
Leon,Florida,November,5,8
Leon,Florida,December,7,5
Manatee,Florida,May,4,18
Manatee,Florida,June,10,22
Manatee,Florida,July,13,23
Manatee,Florida,August,13,23
Manatee,Florida,January,4,10
Manatee,Florida,February,4,11
Manatee,Florida,March,5,13
Manatee,Florida,April,3,15
Manatee,Florida,septiembre,10,22
Manatee,Florida,October,4,18
Manatee,Florida,November,3,14
Manatee,Florida,December,4,11
Marion,Florida,May,6,17
Marion,Florida,June,11,21
Marion,Florida,July,13,22
Marion,Florida,August,13,22
Marion,Florida,January,6,7
Marion,Florida,February,5,9
Marion,Florida,March,6,11
Marion,Florida,April,4,14
Marion,Florida,septiembre,10,21
Marion,Florida,October,5,17
Marion,Florida,November,4,12
Marion,Florida,December,5,9
Martin,Florida,May,8,20
Martin,Florida,June,12,22
Martin,Florida,July,13,23
Martin,Florida,August,15,23
Martin,Florida,January,5,11
Martin,Florida,February,5,13
Martin,Florida,March,5,14
Martin,Florida,April,5,17
Martin,Florida,septiembre,14,23
Martin,Florida,October,8,20
Martin,Florida,November,7,16
Martin,Florida,December,6,14
Miami-Dade,Florida,May,9,20
Miami-Dade,Florida,June,14,23
Miami-Dade,Florida,July,13,24
Miami-Dade,Florida,August,15,25
Miami-Dade,Florida,January,4,14
Miami-Dade,Florida,February,4,15
Miami-Dade,Florida,March,4,15
Miami-Dade,Florida,April,4,17
Miami-Dade,Florida,septiembre,15,25
Miami-Dade,Florida,October,9,23
Miami-Dade,Florida,November,5,19
Miami-Dade,Florida,December,4,17
Monroe,Florida,May,5,25
Monroe,Florida,June,7,27
Monroe,Florida,July,8,27
Monroe,Florida,August,10,27
Monroe,Florida,January,4,19
Monroe,Florida,February,3,20
Monroe,Florida,March,3,21
Monroe,Florida,April,3,23
Monroe,Florida,septiembre,11,27
Monroe,Florida,October,7,25
Monroe,Florida,November,3,22
Monroe,Florida,December,3,21
Nassau,Florida,May,5,17
Nassau,Florida,June,10,21
Nassau,Florida,July,10,22
Nassau,Florida,August,11,22
Nassau,Florida,January,6,5
Nassau,Florida,February,5,7
Nassau,Florida,March,6,10
Nassau,Florida,April,4,13
Nassau,Florida,septiembre,9,21
Nassau,Florida,October,5,16
Nassau,Florida,November,4,10
Nassau,Florida,December,5,7
Okaloosa,Florida,May,6,20
Okaloosa,Florida,June,9,23
Okaloosa,Florida,July,12,24
Okaloosa,Florida,August,12,24
Okaloosa,Florida,January,8,7
Okaloosa,Florida,February,7,9
Okaloosa,Florida,March,7,12
Okaloosa,Florida,April,5,16
Okaloosa,Florida,septiembre,8,22
Okaloosa,Florida,October,4,16
Okaloosa,Florida,November,6,12
Okaloosa,Florida,December,7,8
Orange,Florida,May,7,19
Orange,Florida,June,12,22
